description,calories,protein,carbs,fat
"Quesadilla, egg with Quinoa, cooked with Grilled cheese sandwich, cheddar cheese, on wheat bread",537.1,21.6,61.3,22.7
"Turkey ham, prepackaged or deli, luncheon meat with Fish wrap sandwich and Spinach souffle with Tuna salad sandwich on white, with cheese",492.8,36.8,30.7,24.3
"Black bean salad with Rice, fried, with chicken and Soup, pepperpot",362.9,14.0,50.5,11.9
"Hamburger (Burger King) with Macaroni or noodles with cheese, Easy Mac type",387.8,16.5,54.0,11.5
"Chicken, meatless, breaded, fried with Fish wrap sandwich",552.3,43.1,30.4,28.7
"Soup, lentil with Macaroni or pasta salad with cheese and Soup, cream of tomato with Cobb salad, no dressing",562.6,19.3,54.8,29.9
"Fish, tuna, cooked with Pasta, vegetable, cooked and Black beans, NFS with Burrito, beef, cheese",666.0,56.0,70.5,16.4
"Pastrami, turkey with Ham sandwich wrap and Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",571.9,53.3,28.5,26.5
"Roast beef sandwich on wheat with Tuna salad sandwich on wheat, with cheese and Taco or tostada salad with chicken and sour cream with Tuna salad sandwich on wheat, with cheese",640.6,33.1,55.9,31.6
"Turkey, light meat, roasted, skin eaten with Tuna salad sandwich on white with Grilled cheese sandwich, cheddar cheese, on white bread",445.2,46.6,17.8,20.0
"Chickpeas, from canned, reduced sodium with Grilled cheese sandwich, cheddar cheese, on white bread with Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",454.5,18.9,39.5,25.2
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing with Cheeseburger (Burger King) and Soup, bean, with meat",431.3,32.6,37.1,16.7
